benchmark,solver,type,size,time
Uniform_by_x,KdTree,0,1,0.000000e+00
Uniform_by_x,KdTree,0,42,1.000000e-06
Uniform_by_x,KdTree,0,9,0.000000e+00
Uniform_by_x,KdTree,0,33,1.000000e-06
Uniform_by_x,KdTree,0,7,0.000000e+00
Uniform_by_x,KdTree,0,42,2.000000e-06
Uniform_by_x,KdTree,0,17,1.000000e-06
Uniform_by_x,KdTree,0,25,1.000000e-06
Uniform_by_x,KdTree,0,12,0.000000e+00
Uniform_by_x,KdTree,0,37,3.000000e-06
Uniform_by_x,KdTree,0,64,3.000000e-06
Uniform_by_x,KdTree,0,32,2.000000e-06
Uniform_by_x,KdTree,0,32,1.000000e-06
Uniform_by_x,KdTree,0,65,5.000000e-06
Uniform_by_x,KdTree,0,54,2.000000e-06
Uniform_by_x,KdTree,0,36,1.000000e-06
Uniform_by_x,KdTree,1,684,9.000000e-06
Uniform_by_x,KdTree,1,8644,3.310000e-04
Uniform_by_x,KdTree,1,6569,1.020000e-04
Uniform_by_x,KdTree,1,5961,5.100000e-05
Uniform_by_x,KdTree,1,3013,2.800000e-05
Uniform_by_x,KdTree,1,2919,2.700000e-05
Uniform_by_x,KdTree,1,1235,1.400000e-05
Uniform_by_x,KdTree,1,164,7.000000e-06
Uniform_by_x,KdTree,1,1071,1.400000e-05
Uniform_by_x,KdTree,1,1060,1.100000e-05
Uniform_by_x,KdTree,1,808,1.000000e-05
Uniform_by_x,KdTree,1,252,7.000000e-06
Uniform_by_x,KdTree,1,1684,1.800000e-05
Uniform_by_x,KdTree,1,1683,1.600000e-05
Uniform_by_x,KdTree,1,1225,1.200000e-05
Uniform_by_x,KdTree,1,1043,1.100000e-05
Uniform_by_x,KdTree,1,584,6.000000e-06
Uniform_by_x,KdTree,1,459,6.000000e-06
Uniform_by_x,KdTree,1,182,4.000000e-06
Uniform_by_x,KdTree,1,458,6.000000e-06
Uniform_by_x,KdTree,1,2948,5.100000e-05
Uniform_by_x,KdTree,1,2464,2.100000e-05
Uniform_by_x,KdTree,1,2241,2.100000e-05
Uniform_by_x,KdTree,1,160,3.000000e-06
Uniform_by_x,KdTree,1,2081,1.400000e-05
Uniform_by_x,KdTree,1,1013,9.000000e-06
Uniform_by_x,KdTree,1,949,7.000000e-06
Uniform_by_x,KdTree,1,1068,9.000000e-06
Uniform_by_x,KdTree,1,979,1.300000e-05
Uniform_by_x,KdTree,1,223,6.000000e-06
Uniform_by_x,KdTree,1,484,9.000000e-06
Uniform_by_x,KdTree,1,608,2.200000e-05
Uniform_by_x,KdTree,1,2075,5.800000e-05
Uniform_by_x,KdTree,1,1127,1.400000e-05
Uniform_by_x,KdTree,1,569,7.000000e-06
Uniform_by_x,KdTree,1,558,9.000000e-06
Uniform_by_x,KdTree,1,948,1.100000e-05
Uniform_by_x,KdTree,1,8034,3.570000e-04
Uniform_by_x,KdTree,1,2962,6.500000e-05
Uniform_by_x,KdTree,1,1182,1.500000e-05
Uniform_by_x,KdTree,1,647,8.000000e-06
Uniform_by_x,KdTree,1,535,9.000000e-06
Uniform_by_x,KdTree,1,1780,1.700000e-05
Uniform_by_x,KdTree,1,1698,1.600000e-05
Uniform_by_x,KdTree,1,1666,1.400000e-05
Uniform_by_x,KdTree,1,1352,1.400000e-05
Uniform_by_x,KdTree,1,858,1.200000e-05
Uniform_by_x,KdTree,1,494,8.000000e-06
Uniform_by_x,KdTree,1,314,5.000000e-06
Uniform_by_x,KdTree,1,5072,1.140000e-04
Uniform_by_x,KdTree,1,952,1.100000e-05
Uniform_by_x,KdTree,1,4120,3.600000e-05
Uniform_by_x,KdTree,1,2229,1.600000e-05
Uniform_by_x,KdTree,1,206,3.000000e-06
Uniform_by_x,KdTree,1,2023,1.600000e-05
Uniform_by_x,KdTree,1,1972,1.400000e-05
Uniform_by_x,KdTree,1,1444,1.400000e-05
Uniform_by_x,KdTree,1,519,8.000000e-06
Uniform_by_x,KdTree,1,925,1.000000e-05
Uniform_by_x,KdTree,1,528,8.000000e-06
Uniform_by_x,KdTree,1,1891,1.800000e-05
Uniform_by_x,KdTree,1,1409,1.400000e-05
Uniform_by_x,KdTree,1,1218,1.300000e-05
Uniform_by_x,KdTree,1,801,9.000000e-06
Uniform_by_x,KdTree,1,417,7.000000e-06
Uniform_by_x,KdTree,1,191,3.000000e-06
Uniform_by_x,KdTree,1,482,7.000000e-06
Uniform_by_x,KdTree,1,7830,3.560000e-04
Uniform_by_x,KdTree,1,992,3.400000e-05
Uniform_by_x,KdTree,1,6838,1.020000e-04
Uniform_by_x,KdTree,1,5228,5.600000e-05
Uniform_by_x,KdTree,1,1438,2.500000e-05
Uniform_by_x,KdTree,1,324,7.000000e-06
Uniform_by_x,KdTree,1,1114,1.600000e-05
Uniform_by_x,KdTree,1,465,1.300000e-05
Uniform_by_x,KdTree,1,649,1.500000e-05
Uniform_by_x,KdTree,1,3790,3.900000e-05
Uniform_by_x,KdTree,1,460,1.300000e-05
Uniform_by_x,KdTree,1,3330,2.600000e-05
Uniform_by_x,KdTree,1,2560,3.100000e-05
Uniform_by_x,KdTree,1,1391,1.700000e-05
Uniform_by_x,KdTree,1,885,1.000000e-05
Uniform_by_x,KdTree,1,506,7.000000e-06
Uniform_by_x,KdTree,1,1169,1.300000e-05
Uniform_by_x,KdTree,1,1131,1.200000e-05
Uniform_by_x,KdTree,1,1082,9.000000e-06
Uniform_by_x,KdTree,1,893,1.000000e-05
Uniform_by_x,KdTree,1,189,7.000000e-06
Uniform_by_x,KdTree,1,770,1.900000e-05
Uniform_by_x,KdTree,1,1610,6.600000e-05
Uniform_by_x,KdTree,1,1376,2.400000e-05
Uniform_by_x,KdTree,1,394,1.500000e-05
Uniform_by_x,KdTree,1,982,2.000000e-05
Uniform_by_x,KdTree,1,234,1.500000e-05
Uniform_by_x,KdTree,1,7619,3.270000e-04
Uniform_by_x,KdTree,1,3530,7.600000e-05
Uniform_by_x,KdTree,1,2089,2.100000e-05
Uniform_by_x,KdTree,1,653,9.000000e-06
Uniform_by_x,KdTree,1,1436,1.300000e-05
Uniform_by_x,KdTree,1,1421,1.000000e-05
Uniform_by_x,KdTree,2,982317,5.552000e-03
Uniform_by_x,KdTree,2,416858,3.652000e-03
Uniform_by_x,KdTree,2,25192,3.790000e-04
Uniform_by_x,KdTree,2,17362,2.080000e-04
Uniform_by_x,KdTree,2,391666,3.751000e-03
Uniform_by_x,KdTree,2,157265,1.517000e-03
Uniform_by_x,KdTree,2,157189,1.342000e-03
Uniform_by_x,KdTree,2,74516,4.950000e-04
Uniform_by_x,KdTree,2,71570,5.420000e-04
Uniform_by_x,KdTree,2,50665,5.300000e-04
Uniform_by_x,KdTree,2,48494,5.160000e-04
Uniform_by_x,KdTree,2,40516,4.040000e-04
Uniform_by_x,KdTree,2,38748,3.910000e-04
Uniform_by_x,KdTree,2,34020,4.870000e-04
Uniform_by_x,KdTree,2,17768,2.660000e-04
Uniform_by_x,KdTree,2,16252,2.400000e-04
Uniform_by_x,KdTree,2,20905,4.430000e-04
Uniform_by_x,KdTree,2,13233,2.950000e-04
Uniform_by_x,KdTree,2,82673,8.680000e-04
Uniform_by_x,KdTree,2,60535,6.800000e-04
Uniform_by_x,KdTree,2,55701,6.940000e-04
Uniform_by_x,KdTree,2,55076,6.260000e-04
Uniform_by_x,KdTree,2,15246,3.120000e-04
Uniform_by_x,KdTree,2,39830,4.860000e-04
Uniform_by_x,KdTree,2,30703,4.010000e-04
Uniform_by_x,KdTree,2,13164,3.120000e-04
Uniform_by_x,KdTree,2,17539,3.010000e-04
Uniform_by_x,KdTree,2,22138,5.070000e-04
Uniform_by_x,KdTree,2,16194,3.790000e-04
Uniform_by_x,KdTree,2,234401,2.085000e-03
Uniform_by_x,KdTree,2,168291,1.458000e-03
Uniform_by_x,KdTree,2,63853,6.220000e-04
Uniform_by_x,KdTree,2,30219,4.880000e-04
Uniform_by_x,KdTree,2,25353,5.160000e-04
Uniform_by_x,KdTree,2,11348,2.590000e-04
Uniform_by_x,KdTree,2,14005,4.910000e-04
Uniform_by_x,KdTree,2,33634,4.560000e-04
Uniform_by_x,KdTree,2,29566,3.920000e-04
Uniform_by_x,KdTree,2,25284,4.280000e-04
Uniform_by_x,KdTree,2,20941,3.880000e-04
Uniform_by_x,KdTree,2,19617,3.450000e-04
Uniform_by_x,KdTree,2,104438,8.590000e-04
Uniform_by_x,KdTree,2,50901,6.440000e-04
Uniform_by_x,KdTree,2,17896,2.600000e-04
Uniform_by_x,KdTree,2,33005,3.940000e-04
Uniform_by_x,KdTree,2,23640,4.440000e-04
Uniform_by_x,KdTree,2,12658,2.230000e-04
Uniform_by_x,KdTree,2,10982,2.790000e-04
Uniform_by_x,KdTree,2,53537,7.430000e-04
Uniform_by_x,KdTree,2,22557,4.680000e-04
Uniform_by_x,KdTree,2,13731,2.710000e-04
Uniform_by_x,KdTree,2,30980,5.130000e-04
Uniform_by_x,KdTree,2,19380,3.400000e-04
Uniform_by_x,KdTree,2,11600,2.160000e-04
Uniform_by_x,KdTree,2,66110,8.230000e-04
Uniform_by_x,KdTree,2,10685,1.720000e-04
Uniform_by_x,KdTree,2,55425,6.630000e-04
Uniform_by_x,KdTree,2,10279,1.410000e-04
Uniform_by_x,KdTree,2,45146,4.890000e-04
Uniform_by_x,KdTree,2,38408,4.470000e-04
Uniform_by_x,KdTree,2,34766,5.150000e-04
Uniform_by_x,KdTree,2,17276,3.800000e-04
Uniform_by_x,KdTree,2,17490,3.680000e-04
Uniform_by_x,KdTree,2,565459,6.864000e-03
Uniform_by_x,KdTree,2,500814,5.703000e-03
Uniform_by_x,KdTree,2,132666,1.893000e-03
Uniform_by_x,KdTree,2,73512,7.610000e-04
Uniform_by_x,KdTree,2,51295,5.780000e-04
Uniform_by_x,KdTree,2,27780,3.100000e-04
Uniform_by_x,KdTree,2,19790,2.320000e-04
Uniform_by_x,KdTree,2,23515,2.840000e-04
Uniform_by_x,KdTree,2,21681,2.690000e-04
Uniform_by_x,KdTree,2,17243,2.040000e-04
Uniform_by_x,KdTree,2,22217,3.040000e-04
Uniform_by_x,KdTree,2,21301,2.650000e-04
Uniform_by_x,KdTree,2,17912,2.290000e-04
Uniform_by_x,KdTree,2,59154,6.750000e-04
Uniform_by_x,KdTree,2,28159,4.040000e-04
Uniform_by_x,KdTree,2,21953,2.930000e-04
Uniform_by_x,KdTree,2,10681,1.360000e-04
Uniform_by_x,KdTree,2,11272,1.380000e-04
Uniform_by_x,KdTree,2,30995,4.040000e-04
Uniform_by_x,KdTree,2,12096,1.510000e-04
Uniform_by_x,KdTree,2,18899,2.380000e-04
Uniform_by_x,KdTree,2,368148,3.911000e-03
Uniform_by_x,KdTree,2,165859,1.584000e-03
Uniform_by_x,KdTree,2,127035,1.014000e-03
Uniform_by_x,KdTree,2,57245,5.330000e-04
Uniform_by_x,KdTree,2,51805,4.810000e-04
Uniform_by_x,KdTree,2,48436,4.660000e-04
Uniform_by_x,KdTree,2,32935,3.440000e-04
Uniform_by_x,KdTree,2,30096,3.020000e-04
Uniform_by_x,KdTree,2,14671,1.610000e-04
Uniform_by_x,KdTree,2,15425,2.020000e-04
Uniform_by_x,KdTree,2,15501,1.950000e-04
Uniform_by_x,KdTree,2,69790,6.060000e-04
Uniform_by_x,KdTree,2,67522,5.450000e-04
Uniform_by_x,KdTree,2,55205,4.850000e-04
Uniform_by_x,KdTree,2,42084,3.630000e-04
Uniform_by_x,KdTree,2,20561,1.750000e-04
Uniform_by_x,OrthTree,0,56,1.900000e-05
Uniform_by_x,OrthTree,0,10,2.000000e-06
Uniform_by_x,OrthTree,0,46,3.000000e-06
Uniform_by_x,OrthTree,0,19,3.000000e-06
Uniform_by_x,OrthTree,0,27,3.000000e-06
Uniform_by_x,OrthTree,0,98,7.000000e-06
Uniform_by_x,OrthTree,0,24,1.000000e-06
Uniform_by_x,OrthTree,0,74,3.000000e-06
Uniform_by_x,OrthTree,0,12,2.000000e-06
Uniform_by_x,OrthTree,0,62,3.000000e-06
Uniform_by_x,OrthTree,0,38,1.000000e-06
Uniform_by_x,OrthTree,0,24,1.000000e-06
Uniform_by_x,OrthTree,0,68,5.000000e-06
Uniform_by_x,OrthTree,0,63,2.000000e-06
Uniform_by_x,OrthTree,0,7,2.000000e-06
Uniform_by_x,OrthTree,0,56,3.000000e-06
Uniform_by_x,OrthTree,0,31,2.000000e-06
Uniform_by_x,OrthTree,0,25,2.000000e-06
Uniform_by_x,OrthTree,0,5,1.000000e-06
Uniform_by_x,OrthTree,0,18,3.000000e-06
Uniform_by_x,OrthTree,0,49,2.700000e-05
Uniform_by_x,OrthTree,0,29,6.000000e-06
Uniform_by_x,OrthTree,0,20,6.000000e-06
Uniform_by_x,OrthTree,0,61,5.000000e-06
Uniform_by_x,OrthTree,0,52,4.000000e-06
Uniform_by_x,OrthTree,0,23,3.000000e-06
Uniform_by_x,OrthTree,0,29,5.000000e-06
Uniform_by_x,OrthTree,0,9,1.000000e-06
Uniform_by_x,OrthTree,0,37,5.000000e-06
Uniform_by_x,OrthTree,0,18,5.000000e-06
Uniform_by_x,OrthTree,0,58,3.000000e-06
Uniform_by_x,OrthTree,0,47,3.000000e-06
Uniform_by_x,OrthTree,0,38,3.000000e-06
Uniform_by_x,OrthTree,0,9,2.000000e-06
Uniform_by_x,OrthTree,0,11,2.000000e-06
Uniform_by_x,OrthTree,0,50,3.000000e-06
Uniform_by_x,OrthTree,0,12,1.000000e-06
Uniform_by_x,OrthTree,0,38,3.000000e-06
Uniform_by_x,OrthTree,0,52,1.600000e-05
Uniform_by_x,OrthTree,0,19,5.000000e-06
Uniform_by_x,OrthTree,0,33,4.000000e-06
Uniform_by_x,OrthTree,0,22,4.000000e-06
Uniform_by_x,OrthTree,0,97,7.000000e-06
Uniform_by_x,OrthTree,0,47,2.000000e-06
Uniform_by_x,OrthTree,0,34,1.000000e-06
Uniform_by_x,OrthTree,0,13,2.000000e-06
Uniform_by_x,OrthTree,0,50,3.000000e-06
Uniform_by_x,OrthTree,0,44,2.000000e-06
Uniform_by_x,OrthTree,0,16,1.000000e-06
Uniform_by_x,OrthTree,0,28,2.000000e-06
Uniform_by_x,OrthTree,0,6,1.000000e-06
Uniform_by_x,OrthTree,0,64,9.000000e-06
Uniform_by_x,OrthTree,0,2,1.000000e-06
Uniform_by_x,OrthTree,0,62,2.000000e-06
Uniform_by_x,OrthTree,0,20,2.000000e-06
Uniform_by_x,OrthTree,0,42,2.000000e-06
Uniform_by_x,OrthTree,0,6,2.000000e-06
Uniform_by_x,OrthTree,0,36,3.000000e-06
Uniform_by_x,OrthTree,0,57,1.000000e-05
Uniform_by_x,OrthTree,0,26,1.000000e-06
Uniform_by_x,OrthTree,0,31,2.000000e-06
Uniform_by_x,OrthTree,0,19,1.400000e-05
Uniform_by_x,OrthTree,0,22,4.000000e-06
Uniform_by_x,OrthTree,0,82,4.000000e-06
Uniform_by_x,OrthTree,0,36,3.000000e-06
Uniform_by_x,OrthTree,0,46,4.000000e-06
Uniform_by_x,OrthTree,0,33,4.000000e-06
Uniform_by_x,OrthTree,0,13,1.000000e-06
Uniform_by_x,OrthTree,0,42,5.000000e-06
Uniform_by_x,OrthTree,0,8,2.000000e-06
Uniform_by_x,OrthTree,0,34,2.000000e-06
Uniform_by_x,OrthTree,0,97,7.000000e-06
Uniform_by_x,OrthTree,0,37,1.000000e-06
Uniform_by_x,OrthTree,0,60,3.000000e-06
Uniform_by_x,OrthTree,0,28,1.000000e-06
Uniform_by_x,OrthTree,0,32,2.000000e-06
Uniform_by_x,OrthTree,0,25,2.000000e-06
Uniform_by_x,OrthTree,0,41,4.000000e-06
Uniform_by_x,OrthTree,0,30,1.000000e-06
Uniform_by_x,OrthTree,0,11,1.000000e-06
Uniform_by_x,OrthTree,0,89,6.000000e-06
Uniform_by_x,OrthTree,0,39,2.000000e-06
Uniform_by_x,OrthTree,0,50,2.000000e-06
Uniform_by_x,OrthTree,0,43,1.000000e-06
Uniform_by_x,OrthTree,0,1,0.000000e+00
Uniform_by_x,OrthTree,0,42,1.000000e-06
Uniform_by_x,OrthTree,0,9,0.000000e+00
Uniform_by_x,OrthTree,0,33,1.000000e-06
Uniform_by_x,OrthTree,0,7,1.000000e-06
Uniform_by_x,OrthTree,0,42,1.000000e-06
Uniform_by_x,OrthTree,0,17,0.000000e+00
Uniform_by_x,OrthTree,0,25,0.000000e+00
Uniform_by_x,OrthTree,0,12,2.000000e-06
Uniform_by_x,OrthTree,0,37,3.000000e-06
Uniform_by_x,OrthTree,0,64,4.000000e-06
Uniform_by_x,OrthTree,0,32,2.000000e-06
Uniform_by_x,OrthTree,0,32,1.000000e-06
Uniform_by_x,OrthTree,0,65,3.000000e-06
Uniform_by_x,OrthTree,0,54,1.000000e-06
Uniform_by_x,OrthTree,0,36,1.000000e-06
Uniform_by_x,OrthTree,1,684,1.600000e-05
Uniform_by_x,OrthTree,1,8644,2.980000e-04
Uniform_by_x,OrthTree,1,6569,8.400000e-05
Uniform_by_x,OrthTree,1,5961,4.800000e-05
Uniform_by_x,OrthTree,1,3013,2.700000e-05
Uniform_by_x,OrthTree,1,2919,3.800000e-05
Uniform_by_x,OrthTree,1,1235,1.500000e-05
Uniform_by_x,OrthTree,1,164,5.000000e-06
Uniform_by_x,OrthTree,1,1071,1.100000e-05
Uniform_by_x,OrthTree,1,1060,1.000000e-05
Uniform_by_x,OrthTree,1,808,1.000000e-05
Uniform_by_x,OrthTree,1,252,5.000000e-06
Uniform_by_x,OrthTree,1,1684,1.600000e-05
Uniform_by_x,OrthTree,1,1683,1.400000e-05
Uniform_by_x,OrthTree,1,1225,1.200000e-05
Uniform_by_x,OrthTree,1,1043,1.100000e-05
Uniform_by_x,OrthTree,1,584,8.000000e-06
Uniform_by_x,OrthTree,1,459,7.000000e-06
Uniform_by_x,OrthTree,1,182,7.000000e-06
Uniform_by_x,OrthTree,1,458,6.000000e-06
Uniform_by_x,OrthTree,1,2948,4.500000e-05
Uniform_by_x,OrthTree,1,2464,2.300000e-05
Uniform_by_x,OrthTree,1,2241,1.800000e-05
Uniform_by_x,OrthTree,1,160,8.000000e-06
Uniform_by_x,OrthTree,1,2081,2.000000e-05
Uniform_by_x,OrthTree,1,1013,9.000000e-06
Uniform_by_x,OrthTree,1,949,7.000000e-06
Uniform_by_x,OrthTree,1,1068,9.000000e-06
Uniform_by_x,OrthTree,1,979,7.000000e-06
Uniform_by_x,OrthTree,1,223,4.000000e-06
Uniform_by_x,OrthTree,1,484,9.000000e-06
Uniform_by_x,OrthTree,1,608,2.200000e-05
Uniform_by_x,OrthTree,1,2075,5.200000e-05
Uniform_by_x,OrthTree,1,1127,1.600000e-05
Uniform_by_x,OrthTree,1,569,9.000000e-06
Uniform_by_x,OrthTree,1,558,1.100000e-05
Uniform_by_x,OrthTree,1,948,1.400000e-05
Uniform_by_x,OrthTree,1,8034,2.870000e-04
Uniform_by_x,OrthTree,1,2962,3.300000e-05
Uniform_by_x,OrthTree,1,1182,1.400000e-05
Uniform_by_x,OrthTree,1,647,8.000000e-06
Uniform_by_x,OrthTree,1,535,8.000000e-06
Uniform_by_x,OrthTree,1,1780,1.700000e-05
Uniform_by_x,OrthTree,1,1698,1.800000e-05
Uniform_by_x,OrthTree,1,1666,1.500000e-05
Uniform_by_x,OrthTree,1,1352,1.400000e-05
Uniform_by_x,OrthTree,1,858,1.200000e-05
Uniform_by_x,OrthTree,1,494,1.700000e-05
Uniform_by_x,OrthTree,1,314,7.000000e-06
Uniform_by_x,OrthTree,1,5072,7.700000e-05
Uniform_by_x,OrthTree,1,952,1.500000e-05
Uniform_by_x,OrthTree,1,4120,5.000000e-05
Uniform_by_x,OrthTree,1,2229,2.100000e-05
Uniform_by_x,OrthTree,1,206,7.000000e-06
Uniform_by_x,OrthTree,1,2023,2.000000e-05
Uniform_by_x,OrthTree,1,1972,1.700000e-05
Uniform_by_x,OrthTree,1,1444,1.100000e-05
Uniform_by_x,OrthTree,1,519,5.000000e-06
Uniform_by_x,OrthTree,1,925,8.000000e-06
Uniform_by_x,OrthTree,1,528,5.000000e-06
Uniform_by_x,OrthTree,1,1891,1.600000e-05
Uniform_by_x,OrthTree,1,1409,1.300000e-05
Uniform_by_x,OrthTree,1,1218,1.400000e-05
Uniform_by_x,OrthTree,1,801,1.000000e-05
Uniform_by_x,OrthTree,1,417,7.000000e-06
Uniform_by_x,OrthTree,1,191,7.000000e-06
Uniform_by_x,OrthTree,1,482,7.000000e-06
Uniform_by_x,OrthTree,1,7830,2.980000e-04
Uniform_by_x,OrthTree,1,992,2.100000e-05
Uniform_by_x,OrthTree,1,6838,7.200000e-05
Uniform_by_x,OrthTree,1,5228,4.800000e-05
Uniform_by_x,OrthTree,1,1438,1.800000e-05
Uniform_by_x,OrthTree,1,324,5.000000e-06
Uniform_by_x,OrthTree,1,1114,1.700000e-05
Uniform_by_x,OrthTree,1,465,1.300000e-05
Uniform_by_x,OrthTree,1,649,1.300000e-05
Uniform_by_x,OrthTree,1,3790,3.500000e-05
Uniform_by_x,OrthTree,1,460,1.400000e-05
Uniform_by_x,OrthTree,1,3330,4.900000e-05
Uniform_by_x,OrthTree,1,2560,3.400000e-05
Uniform_by_x,OrthTree,1,1391,1.300000e-05
Uniform_by_x,OrthTree,1,885,9.000000e-06
Uniform_by_x,OrthTree,1,506,7.000000e-06
Uniform_by_x,OrthTree,1,1169,1.300000e-05
Uniform_by_x,OrthTree,1,1131,1.200000e-05
Uniform_by_x,OrthTree,1,1082,1.100000e-05
Uniform_by_x,OrthTree,1,893,1.100000e-05
Uniform_by_x,OrthTree,1,189,5.000000e-06
Uniform_by_x,OrthTree,1,770,1.500000e-05
Uniform_by_x,OrthTree,1,1610,4.200000e-05
Uniform_by_x,OrthTree,1,1376,2.300000e-05
Uniform_by_x,OrthTree,1,394,1.100000e-05
Uniform_by_x,OrthTree,1,982,1.700000e-05
Uniform_by_x,OrthTree,1,234,1.200000e-05
Uniform_by_x,OrthTree,1,7619,3.270000e-04
Uniform_by_x,OrthTree,1,3530,5.100000e-05
Uniform_by_x,OrthTree,1,2089,2.200000e-05
Uniform_by_x,OrthTree,1,653,6.000000e-06
Uniform_by_x,OrthTree,1,1436,1.300000e-05
Uniform_by_x,OrthTree,1,1421,1.400000e-05
Uniform_by_x,OrthTree,2,982317,2.226500e-02
Uniform_by_x,OrthTree,2,416858,9.432000e-03
Uniform_by_x,OrthTree,2,25192,6.450000e-04
Uniform_by_x,OrthTree,2,17362,2.310000e-04
Uniform_by_x,OrthTree,2,391666,8.047000e-03
Uniform_by_x,OrthTree,2,157265,2.072000e-03
Uniform_by_x,OrthTree,2,157189,2.070000e-03
Uniform_by_x,OrthTree,2,74516,1.183000e-03
Uniform_by_x,OrthTree,2,71570,1.012000e-03
Uniform_by_x,OrthTree,2,50665,9.010000e-04
Uniform_by_x,OrthTree,2,48494,7.540000e-04
Uniform_by_x,OrthTree,2,40516,6.260000e-04
Uniform_by_x,OrthTree,2,38748,6.360000e-04
Uniform_by_x,OrthTree,2,34020,6.400000e-04
Uniform_by_x,OrthTree,2,17768,2.900000e-04
Uniform_by_x,OrthTree,2,16252,2.560000e-04
Uniform_by_x,OrthTree,2,20905,3.990000e-04
Uniform_by_x,OrthTree,2,13233,2.270000e-04
Uniform_by_x,OrthTree,2,82673,1.001000e-03
Uniform_by_x,OrthTree,2,60535,8.840000e-04
Uniform_by_x,OrthTree,2,55701,9.230000e-04
Uniform_by_x,OrthTree,2,55076,9.110000e-04
Uniform_by_x,OrthTree,2,15246,4.430000e-04
Uniform_by_x,OrthTree,2,39830,7.510000e-04
Uniform_by_x,OrthTree,2,30703,5.390000e-04
Uniform_by_x,OrthTree,2,13164,4.080000e-04
Uniform_by_x,OrthTree,2,17539,3.460000e-04
Uniform_by_x,OrthTree,2,22138,4.180000e-04
Uniform_by_x,OrthTree,2,16194,2.830000e-04
Uniform_by_x,OrthTree,2,234401,3.330000e-03
Uniform_by_x,OrthTree,2,168291,3.018000e-03
Uniform_by_x,OrthTree,2,63853,1.213000e-03
Uniform_by_x,OrthTree,2,30219,7.950000e-04
Uniform_by_x,OrthTree,2,25353,6.390000e-04
Uniform_by_x,OrthTree,2,11348,4.480000e-04
Uniform_by_x,OrthTree,2,14005,5.100000e-04
Uniform_by_x,OrthTree,2,33634,8.990000e-04
Uniform_by_x,OrthTree,2,29566,7.930000e-04
Uniform_by_x,OrthTree,2,25284,6.430000e-04
Uniform_by_x,OrthTree,2,20941,5.570000e-04
Uniform_by_x,OrthTree,2,19617,4.820000e-04
Uniform_by_x,OrthTree,2,104438,1.283000e-03
Uniform_by_x,OrthTree,2,50901,8.270000e-04
Uniform_by_x,OrthTree,2,17896,2.760000e-04
Uniform_by_x,OrthTree,2,33005,5.360000e-04
Uniform_by_x,OrthTree,2,23640,4.870000e-04
Uniform_by_x,OrthTree,2,12658,3.090000e-04
Uniform_by_x,OrthTree,2,10982,3.610000e-04
Uniform_by_x,OrthTree,2,53537,8.350000e-04
Uniform_by_x,OrthTree,2,22557,5.900000e-04
Uniform_by_x,OrthTree,2,13731,3.280000e-04
Uniform_by_x,OrthTree,2,30980,5.450000e-04
Uniform_by_x,OrthTree,2,19380,3.480000e-04
Uniform_by_x,OrthTree,2,11600,2.160000e-04
Uniform_by_x,OrthTree,2,66110,1.445000e-03
Uniform_by_x,OrthTree,2,10685,1.850000e-04
Uniform_by_x,OrthTree,2,55425,8.840000e-04
Uniform_by_x,OrthTree,2,10279,1.480000e-04
Uniform_by_x,OrthTree,2,45146,6.280000e-04
Uniform_by_x,OrthTree,2,38408,5.740000e-04
Uniform_by_x,OrthTree,2,34766,4.990000e-04
Uniform_by_x,OrthTree,2,17276,3.490000e-04
Uniform_by_x,OrthTree,2,17490,3.480000e-04
Uniform_by_x,OrthTree,2,565459,1.436800e-02
Uniform_by_x,OrthTree,2,500814,1.137800e-02
Uniform_by_x,OrthTree,2,132666,2.263000e-03
Uniform_by_x,OrthTree,2,73512,9.410000e-04
Uniform_by_x,OrthTree,2,51295,6.040000e-04
Uniform_by_x,OrthTree,2,27780,3.460000e-04
Uniform_by_x,OrthTree,2,19790,2.120000e-04
Uniform_by_x,OrthTree,2,23515,2.720000e-04
Uniform_by_x,OrthTree,2,21681,2.580000e-04
Uniform_by_x,OrthTree,2,17243,2.220000e-04
Uniform_by_x,OrthTree,2,22217,2.510000e-04
Uniform_by_x,OrthTree,2,21301,2.690000e-04
Uniform_by_x,OrthTree,2,17912,2.400000e-04
Uniform_by_x,OrthTree,2,59154,9.760000e-04
Uniform_by_x,OrthTree,2,28159,3.920000e-04
Uniform_by_x,OrthTree,2,21953,2.960000e-04
Uniform_by_x,OrthTree,2,10681,1.490000e-04
Uniform_by_x,OrthTree,2,11272,1.540000e-04
Uniform_by_x,OrthTree,2,30995,4.230000e-04
Uniform_by_x,OrthTree,2,12096,1.700000e-04
Uniform_by_x,OrthTree,2,18899,2.520000e-04
Uniform_by_x,OrthTree,2,368148,6.194000e-03
Uniform_by_x,OrthTree,2,165859,2.745000e-03
Uniform_by_x,OrthTree,2,127035,1.721000e-03
Uniform_by_x,OrthTree,2,57245,7.440000e-04
Uniform_by_x,OrthTree,2,51805,6.950000e-04
Uniform_by_x,OrthTree,2,48436,6.680000e-04
Uniform_by_x,OrthTree,2,32935,4.760000e-04
Uniform_by_x,OrthTree,2,30096,4.340000e-04
Uniform_by_x,OrthTree,2,14671,2.300000e-04
Uniform_by_x,OrthTree,2,15425,2.690000e-04
Uniform_by_x,OrthTree,2,15501,1.980000e-04
Uniform_by_x,OrthTree,2,69790,8.060000e-04
Uniform_by_x,OrthTree,2,67522,7.540000e-04
Uniform_by_x,OrthTree,2,55205,6.410000e-04
