benchmark,solver,type,size,time
Uniform_by_x,CPAM-H,1,1421,1.300000e-05
Uniform_by_x,CPAM-H,2,982317,1.018400e-02
Uniform_by_x,CPAM-H,2,416858,4.762000e-03
Uniform_by_x,CPAM-H,2,25192,3.200000e-04
Uniform_by_x,CPAM-H,2,17362,1.570000e-04
Uniform_by_x,CPAM-H,2,391666,4.268000e-03
Uniform_by_x,CPAM-H,2,157265,1.735000e-03
Uniform_by_x,CPAM-H,2,157189,1.373000e-03
Uniform_by_x,CPAM-H,2,74516,8.850000e-04
Uniform_by_x,CPAM-H,2,71570,7.950000e-04
Uniform_by_x,CPAM-H,2,50665,5.440000e-04
Uniform_by_x,CPAM-H,2,48494,5.070000e-04
Uniform_by_x,CPAM-H,2,40516,4.630000e-04
Uniform_by_x,CPAM-H,2,38748,4.600000e-04
Uniform_by_x,CPAM-H,2,34020,4.840000e-04
Uniform_by_x,CPAM-H,2,17768,2.530000e-04
Uniform_by_x,CPAM-H,2,16252,2.120000e-04
Uniform_by_x,CPAM-H,2,20905,5.480000e-04
Uniform_by_x,CPAM-H,2,13233,3.390000e-04
Uniform_by_x,CPAM-H,2,82673,9.490000e-04
Uniform_by_x,CPAM-H,2,60535,8.930000e-04
Uniform_by_x,CPAM-H,2,55701,8.280000e-04
Uniform_by_x,CPAM-H,2,55076,8.510000e-04
Uniform_by_x,CPAM-H,2,15246,4.410000e-04
Uniform_by_x,CPAM-H,2,39830,5.920000e-04
Uniform_by_x,CPAM-H,2,30703,4.540000e-04
Uniform_by_x,CPAM-H,2,13164,3.110000e-04
Uniform_by_x,CPAM-H,2,17539,3.170000e-04
Uniform_by_x,CPAM-H,2,22138,3.680000e-04
Uniform_by_x,CPAM-H,2,16194,2.640000e-04
Uniform_by_x,CPAM-H,2,234401,3.482000e-03
Uniform_by_x,CPAM-H,2,168291,2.298000e-03
Uniform_by_x,CPAM-H,2,63853,8.700000e-04
Uniform_by_x,CPAM-H,2,30219,5.340000e-04
Uniform_by_x,CPAM-H,2,25353,4.330000e-04
Uniform_by_x,CPAM-H,2,11348,3.250000e-04
Uniform_by_x,CPAM-H,2,14005,3.580000e-04
Uniform_by_x,CPAM-H,2,33634,6.820000e-04
Uniform_by_x,CPAM-H,2,29566,5.750000e-04
Uniform_by_x,CPAM-H,2,25284,5.480000e-04
Uniform_by_x,CPAM-H,2,20941,5.760000e-04
Uniform_by_x,CPAM-H,2,19617,4.680000e-04
Uniform_by_x,CPAM-H,2,104438,1.421000e-03
Uniform_by_x,CPAM-H,2,50901,7.790000e-04
Uniform_by_x,CPAM-H,2,17896,2.390000e-04
Uniform_by_x,CPAM-H,2,33005,4.290000e-04
Uniform_by_x,CPAM-H,2,23640,3.580000e-04
Uniform_by_x,CPAM-H,2,12658,2.530000e-04
Uniform_by_x,CPAM-H,2,10982,2.570000e-04
Uniform_by_x,CPAM-H,2,53537,7.220000e-04
Uniform_by_x,CPAM-H,2,22557,4.120000e-04
Uniform_by_x,CPAM-H,2,13731,2.380000e-04
Uniform_by_x,CPAM-H,2,30980,5.280000e-04
Uniform_by_x,CPAM-H,2,19380,3.170000e-04
Uniform_by_x,CPAM-H,2,11600,1.960000e-04
Uniform_by_x,CPAM-H,2,66110,1.124000e-03
Uniform_by_x,CPAM-H,2,10685,1.720000e-04
Uniform_by_x,CPAM-H,2,55425,8.170000e-04
Uniform_by_x,CPAM-H,2,10279,1.480000e-04
Uniform_by_x,CPAM-H,2,45146,5.200000e-04
Uniform_by_x,CPAM-H,2,38408,5.010000e-04
Uniform_by_x,CPAM-H,2,34766,4.750000e-04
Uniform_by_x,CPAM-H,2,17276,2.860000e-04
Uniform_by_x,CPAM-H,2,17490,3.080000e-04
Uniform_by_x,CPAM-H,2,565459,6.614000e-03
Uniform_by_x,CPAM-H,2,500814,5.149000e-03
Uniform_by_x,CPAM-H,2,132666,1.175000e-03
Uniform_by_x,CPAM-H,2,73512,5.010000e-04
Uniform_by_x,CPAM-H,2,51295,2.650000e-04
Uniform_by_x,CPAM-H,2,27780,1.480000e-04
Uniform_by_x,CPAM-H,2,19790,1.090000e-04
Uniform_by_x,CPAM-H,2,23515,1.400000e-04
Uniform_by_x,CPAM-H,2,21681,1.850000e-04
Uniform_by_x,CPAM-H,2,17243,1.590000e-04
Uniform_by_x,CPAM-H,2,22217,1.710000e-04
Uniform_by_x,CPAM-H,2,21301,1.890000e-04
Uniform_by_x,CPAM-H,2,17912,1.570000e-04
Uniform_by_x,CPAM-H,2,59154,7.150000e-04
Uniform_by_x,CPAM-H,2,28159,2.810000e-04
Uniform_by_x,CPAM-H,2,21953,2.080000e-04
Uniform_by_x,CPAM-H,2,10681,1.040000e-04
Uniform_by_x,CPAM-H,2,11272,1.100000e-04
Uniform_by_x,CPAM-H,2,30995,3.260000e-04
Uniform_by_x,CPAM-H,2,12096,1.210000e-04
Uniform_by_x,CPAM-H,2,18899,1.680000e-04
Uniform_by_x,CPAM-H,2,368148,3.295000e-03
Uniform_by_x,CPAM-H,2,165859,1.965000e-03
Uniform_by_x,CPAM-H,2,127035,1.307000e-03
Uniform_by_x,CPAM-H,2,57245,5.560000e-04
Uniform_by_x,CPAM-H,2,51805,4.650000e-04
Uniform_by_x,CPAM-H,2,48436,4.240000e-04
Uniform_by_x,CPAM-H,2,32935,3.090000e-04
Uniform_by_x,CPAM-H,2,30096,2.830000e-04
Uniform_by_x,CPAM-H,2,14671,1.630000e-04
Uniform_by_x,CPAM-H,2,15425,2.070000e-04
Uniform_by_x,CPAM-H,2,15501,1.490000e-04
Uniform_by_x,CPAM-H,2,69790,6.340000e-04
Uniform_by_x,CPAM-H,2,67522,5.750000e-04
Uniform_by_x,CPAM-H,2,55205,5.360000e-04
Uniform_by_x,CPAM-H,2,42084,4.490000e-04
Uniform_by_x,CPAM-H,2,20561,2.350000e-04
Uniform_by_x,CPAM-Z,0,56,3.700000e-05
Uniform_by_x,CPAM-Z,0,10,4.000000e-06
Uniform_by_x,CPAM-Z,0,46,5.000000e-06
Uniform_by_x,CPAM-Z,0,19,4.000000e-06
Uniform_by_x,CPAM-Z,0,27,4.000000e-06
Uniform_by_x,CPAM-Z,0,98,4.000000e-06
Uniform_by_x,CPAM-Z,0,24,2.000000e-06
Uniform_by_x,CPAM-Z,0,74,4.000000e-06
Uniform_by_x,CPAM-Z,0,12,3.000000e-06
Uniform_by_x,CPAM-Z,0,62,3.000000e-06
Uniform_by_x,CPAM-Z,0,38,3.000000e-06
Uniform_by_x,CPAM-Z,0,24,2.000000e-06
Uniform_by_x,CPAM-Z,0,68,3.000000e-06
Uniform_by_x,CPAM-Z,0,63,3.000000e-06
Uniform_by_x,CPAM-Z,0,7,3.000000e-06
Uniform_by_x,CPAM-Z,0,56,3.000000e-06
Uniform_by_x,CPAM-Z,0,31,3.000000e-06
Uniform_by_x,CPAM-Z,0,25,2.000000e-06
Uniform_by_x,CPAM-Z,0,5,2.000000e-06
Uniform_by_x,CPAM-Z,0,18,5.000000e-06
Uniform_by_x,CPAM-Z,0,49,3.500000e-05
Uniform_by_x,CPAM-Z,0,29,7.000000e-06
Uniform_by_x,CPAM-Z,0,20,7.000000e-06
Uniform_by_x,CPAM-Z,0,61,9.000000e-06
Uniform_by_x,CPAM-Z,0,52,5.000000e-06
Uniform_by_x,CPAM-Z,0,23,5.000000e-06
Uniform_by_x,CPAM-Z,0,29,5.000000e-06
Uniform_by_x,CPAM-Z,0,9,3.000000e-06
Uniform_by_x,CPAM-Z,0,37,6.000000e-06
Uniform_by_x,CPAM-Z,0,18,6.000000e-06
Uniform_by_x,CPAM-Z,0,58,6.000000e-06
Uniform_by_x,CPAM-Z,0,47,4.000000e-06
Uniform_by_x,CPAM-Z,0,38,4.000000e-06
Uniform_by_x,CPAM-Z,0,9,4.000000e-06
Uniform_by_x,CPAM-Z,0,11,4.000000e-06
Uniform_by_x,CPAM-Z,0,50,4.000000e-06
Uniform_by_x,CPAM-Z,0,12,3.000000e-06
Uniform_by_x,CPAM-Z,0,38,4.000000e-06
Uniform_by_x,CPAM-Z,0,52,7.000000e-06
Uniform_by_x,CPAM-Z,0,19,6.000000e-06
Uniform_by_x,CPAM-Z,0,33,6.000000e-06
Uniform_by_x,CPAM-Z,0,22,5.000000e-06
Uniform_by_x,CPAM-Z,0,97,7.000000e-06
Uniform_by_x,CPAM-Z,0,47,3.000000e-06
Uniform_by_x,CPAM-Z,0,34,2.000000e-06
Uniform_by_x,CPAM-Z,0,13,2.000000e-06
Uniform_by_x,CPAM-Z,0,50,3.000000e-06
Uniform_by_x,CPAM-Z,0,44,2.000000e-06
Uniform_by_x,CPAM-Z,0,16,3.000000e-06
Uniform_by_x,CPAM-Z,0,28,2.000000e-06
Uniform_by_x,CPAM-Z,0,6,3.000000e-06
Uniform_by_x,CPAM-Z,0,64,1.900000e-05
Uniform_by_x,CPAM-Z,0,2,2.000000e-06
Uniform_by_x,CPAM-Z,0,62,5.000000e-06
Uniform_by_x,CPAM-Z,0,20,4.000000e-06
Uniform_by_x,CPAM-Z,0,42,5.000000e-06
Uniform_by_x,CPAM-Z,0,6,3.000000e-06
Uniform_by_x,CPAM-Z,0,36,4.000000e-06
Uniform_by_x,CPAM-Z,0,57,1.300000e-05
Uniform_by_x,CPAM-Z,0,26,3.000000e-06
Uniform_by_x,CPAM-Z,0,31,3.000000e-06
Uniform_by_x,CPAM-Z,0,19,2.700000e-05
Uniform_by_x,CPAM-Z,0,22,5.000000e-06
Uniform_by_x,CPAM-Z,0,82,7.000000e-06
Uniform_by_x,CPAM-Z,0,36,5.000000e-06
Uniform_by_x,CPAM-Z,0,46,7.000000e-06
Uniform_by_x,CPAM-Z,0,33,4.000000e-06
Uniform_by_x,CPAM-Z,0,13,3.000000e-06
Uniform_by_x,CPAM-Z,0,42,5.000000e-06
Uniform_by_x,CPAM-Z,0,8,3.000000e-06
Uniform_by_x,CPAM-Z,0,34,4.000000e-06
Uniform_by_x,CPAM-Z,0,97,4.000000e-06
Uniform_by_x,CPAM-Z,0,37,4.000000e-06
Uniform_by_x,CPAM-Z,0,60,4.000000e-06
Uniform_by_x,CPAM-Z,0,28,3.000000e-06
Uniform_by_x,CPAM-Z,0,32,3.000000e-06
Uniform_by_x,CPAM-Z,0,25,4.000000e-06
Uniform_by_x,CPAM-Z,0,41,5.000000e-06
Uniform_by_x,CPAM-Z,0,30,3.000000e-06
Uniform_by_x,CPAM-Z,0,11,3.000000e-06
Uniform_by_x,CPAM-Z,0,89,5.000000e-06
Uniform_by_x,CPAM-Z,0,39,3.000000e-06
Uniform_by_x,CPAM-Z,0,50,3.000000e-06
Uniform_by_x,CPAM-Z,0,43,3.000000e-06
Uniform_by_x,CPAM-Z,0,1,2.000000e-06
Uniform_by_x,CPAM-Z,0,42,3.000000e-06
Uniform_by_x,CPAM-Z,0,9,2.000000e-06
Uniform_by_x,CPAM-Z,0,33,3.000000e-06
Uniform_by_x,CPAM-Z,0,7,2.000000e-06
Uniform_by_x,CPAM-Z,0,42,6.000000e-06
Uniform_by_x,CPAM-Z,0,17,3.000000e-06
Uniform_by_x,CPAM-Z,0,25,4.000000e-06
Uniform_by_x,CPAM-Z,0,12,3.000000e-06
Uniform_by_x,CPAM-Z,0,37,3.000000e-06
Uniform_by_x,CPAM-Z,0,64,5.000000e-06
Uniform_by_x,CPAM-Z,0,32,3.000000e-06
Uniform_by_x,CPAM-Z,0,32,4.000000e-06
Uniform_by_x,CPAM-Z,0,65,7.000000e-06
Uniform_by_x,CPAM-Z,0,54,3.000000e-06
Uniform_by_x,CPAM-Z,0,36,3.000000e-06
Uniform_by_x,CPAM-Z,1,684,2.000000e-05
Uniform_by_x,CPAM-Z,1,8644,1.490000e-04
Uniform_by_x,CPAM-Z,1,6569,7.000000e-05
Uniform_by_x,CPAM-Z,1,5961,5.000000e-05
Uniform_by_x,CPAM-Z,1,3013,3.100000e-05
Uniform_by_x,CPAM-Z,1,2919,2.200000e-05
Uniform_by_x,CPAM-Z,1,1235,1.400000e-05
Uniform_by_x,CPAM-Z,1,164,6.000000e-06
Uniform_by_x,CPAM-Z,1,1071,1.300000e-05
Uniform_by_x,CPAM-Z,1,1060,1.100000e-05
Uniform_by_x,CPAM-Z,1,808,1.000000e-05
Uniform_by_x,CPAM-Z,1,252,7.000000e-06
Uniform_by_x,CPAM-Z,1,1684,2.200000e-05
Uniform_by_x,CPAM-Z,1,1683,1.800000e-05
Uniform_by_x,CPAM-Z,1,1225,1.300000e-05
Uniform_by_x,CPAM-Z,1,1043,1.300000e-05
Uniform_by_x,CPAM-Z,1,584,1.000000e-05
Uniform_by_x,CPAM-Z,1,459,1.000000e-05
Uniform_by_x,CPAM-Z,1,182,9.000000e-06
Uniform_by_x,CPAM-Z,1,458,8.000000e-06
Uniform_by_x,CPAM-Z,1,2948,3.900000e-05
Uniform_by_x,CPAM-Z,1,2464,2.300000e-05
Uniform_by_x,CPAM-Z,1,2241,2.100000e-05
Uniform_by_x,CPAM-Z,1,160,7.000000e-06
Uniform_by_x,CPAM-Z,1,2081,1.900000e-05
Uniform_by_x,CPAM-Z,1,1013,1.100000e-05
Uniform_by_x,CPAM-Z,1,949,9.000000e-06
Uniform_by_x,CPAM-Z,1,1068,2.100000e-05
Uniform_by_x,CPAM-Z,1,979,1.200000e-05
Uniform_by_x,CPAM-Z,1,223,9.000000e-06
Uniform_by_x,CPAM-Z,1,484,1.200000e-05
Uniform_by_x,CPAM-Z,1,608,1.000000e-05
Uniform_by_x,CPAM-Z,1,2075,3.100000e-05
Uniform_by_x,CPAM-Z,1,1127,2.600000e-05
Uniform_by_x,CPAM-Z,1,569,1.200000e-05
Uniform_by_x,CPAM-Z,1,558,1.000000e-05
Uniform_by_x,CPAM-Z,1,948,1.400000e-05
Uniform_by_x,CPAM-Z,1,8034,1.780000e-04
Uniform_by_x,CPAM-Z,1,2962,5.200000e-05
Uniform_by_x,CPAM-Z,1,1182,1.300000e-05
Uniform_by_x,CPAM-Z,1,647,9.000000e-06
Uniform_by_x,CPAM-Z,1,535,8.000000e-06
Uniform_by_x,CPAM-Z,1,1780,2.100000e-05
Uniform_by_x,CPAM-Z,1,1698,1.900000e-05
Uniform_by_x,CPAM-Z,1,1666,1.800000e-05
Uniform_by_x,CPAM-Z,1,1352,1.600000e-05
Uniform_by_x,CPAM-Z,1,858,1.100000e-05
Uniform_by_x,CPAM-Z,1,494,9.000000e-06
Uniform_by_x,CPAM-Z,1,314,9.000000e-06
Uniform_by_x,CPAM-Z,1,5072,8.600000e-05
Uniform_by_x,CPAM-Z,1,952,1.800000e-05
Uniform_by_x,CPAM-Z,1,4120,4.100000e-05
Uniform_by_x,CPAM-Z,1,2229,2.100000e-05
Uniform_by_x,CPAM-Z,1,206,7.000000e-06
Uniform_by_x,CPAM-Z,1,2023,1.900000e-05
Uniform_by_x,CPAM-Z,1,1972,2.300000e-05
Uniform_by_x,CPAM-Z,1,1444,1.900000e-05
Uniform_by_x,CPAM-Z,1,519,1.000000e-05
Uniform_by_x,CPAM-Z,1,925,1.400000e-05
Uniform_by_x,CPAM-Z,1,528,1.100000e-05
Uniform_by_x,CPAM-Z,1,1891,2.500000e-05
Uniform_by_x,CPAM-Z,1,1409,1.400000e-05
Uniform_by_x,CPAM-Z,1,1218,1.200000e-05
Uniform_by_x,CPAM-Z,1,801,1.100000e-05
Uniform_by_x,CPAM-Z,1,417,1.000000e-05
Uniform_by_x,CPAM-Z,1,191,6.000000e-06
Uniform_by_x,CPAM-Z,1,482,9.000000e-06
Uniform_by_x,CPAM-Z,1,7830,1.890000e-04
Uniform_by_x,CPAM-Z,1,992,2.800000e-05
Uniform_by_x,CPAM-Z,1,6838,8.400000e-05
Uniform_by_x,CPAM-Z,1,5228,6.200000e-05
Uniform_by_x,CPAM-Z,1,1438,2.900000e-05
Uniform_by_x,CPAM-Z,1,324,9.000000e-06
Uniform_by_x,CPAM-Z,1,1114,1.800000e-05
Uniform_by_x,CPAM-Z,1,465,1.100000e-05
Uniform_by_x,CPAM-Z,1,649,1.400000e-05
Uniform_by_x,CPAM-Z,1,3790,4.300000e-05
Uniform_by_x,CPAM-Z,1,460,1.500000e-05
Uniform_by_x,CPAM-Z,1,3330,3.700000e-05
Uniform_by_x,CPAM-Z,1,2560,3.000000e-05
Uniform_by_x,CPAM-Z,1,1391,1.900000e-05
Uniform_by_x,CPAM-Z,1,885,1.300000e-05
Uniform_by_x,CPAM-Z,1,506,9.000000e-06
Uniform_by_x,CPAM-Z,1,1169,1.500000e-05
Uniform_by_x,CPAM-Z,1,1131,1.400000e-05
Uniform_by_x,CPAM-Z,1,1082,1.400000e-05
Uniform_by_x,CPAM-Z,1,893,1.400000e-05
Uniform_by_x,CPAM-Z,1,189,7.000000e-06
Uniform_by_x,CPAM-Z,1,770,2.000000e-05
Uniform_by_x,CPAM-Z,1,1610,4.600000e-05
Uniform_by_x,CPAM-Z,1,1376,2.400000e-05
Uniform_by_x,CPAM-Z,1,394,1.200000e-05
Uniform_by_x,CPAM-Z,1,982,1.900000e-05
Uniform_by_x,CPAM-Z,1,234,1.300000e-05
Uniform_by_x,CPAM-Z,1,7619,1.770000e-04
Uniform_by_x,CPAM-Z,1,3530,6.700000e-05
Uniform_by_x,CPAM-Z,1,2089,1.700000e-05
Uniform_by_x,CPAM-Z,1,653,7.000000e-06
Uniform_by_x,CPAM-Z,1,1436,1.900000e-05
Uniform_by_x,CPAM-Z,1,1421,1.400000e-05
Uniform_by_x,CPAM-Z,2,982317,1.034700e-02
Uniform_by_x,CPAM-Z,2,416858,4.772000e-03
Uniform_by_x,CPAM-Z,2,25192,3.000000e-04
Uniform_by_x,CPAM-Z,2,17362,1.000000e-04
Uniform_by_x,CPAM-Z,2,391666,4.239000e-03
Uniform_by_x,CPAM-Z,2,157265,1.713000e-03
Uniform_by_x,CPAM-Z,2,157189,1.418000e-03
Uniform_by_x,CPAM-Z,2,74516,8.260000e-04
Uniform_by_x,CPAM-Z,2,71570,7.910000e-04
Uniform_by_x,CPAM-Z,2,50665,5.870000e-04
Uniform_by_x,CPAM-Z,2,48494,5.770000e-04
Uniform_by_x,CPAM-Z,2,40516,4.450000e-04
Uniform_by_x,CPAM-Z,2,38748,4.450000e-04
Uniform_by_x,CPAM-Z,2,34020,4.830000e-04
Uniform_by_x,CPAM-Z,2,17768,2.470000e-04
Uniform_by_x,CPAM-Z,2,16252,2.340000e-04
Uniform_by_x,CPAM-Z,2,20905,5.790000e-04
Uniform_by_x,CPAM-Z,2,13233,3.780000e-04
Uniform_by_x,CPAM-Z,2,82673,1.041000e-03
Uniform_by_x,CPAM-Z,2,60535,8.840000e-04
Uniform_by_x,CPAM-Z,2,55701,8.740000e-04
Uniform_by_x,CPAM-Z,2,55076,8.680000e-04
Uniform_by_x,CPAM-Z,2,15246,3.280000e-04
Uniform_by_x,CPAM-Z,2,39830,6.600000e-04
Uniform_by_x,CPAM-Z,2,30703,5.080000e-04
Uniform_by_x,CPAM-Z,2,13164,3.370000e-04
Uniform_by_x,CPAM-Z,2,17539,3.350000e-04
Uniform_by_x,CPAM-Z,2,22138,3.720000e-04
Uniform_by_x,CPAM-Z,2,16194,2.750000e-04
Uniform_by_x,CPAM-Z,2,234401,3.277000e-03
Uniform_by_x,CPAM-Z,2,168291,2.198000e-03
Uniform_by_x,CPAM-Z,2,63853,9.320000e-04
Uniform_by_x,CPAM-Z,2,30219,4.970000e-04
Uniform_by_x,CPAM-Z,2,25353,4.410000e-04
Uniform_by_x,CPAM-Z,2,11348,3.610000e-04
Uniform_by_x,CPAM-Z,2,14005,4.480000e-04
Uniform_by_x,CPAM-Z,2,33634,7.280000e-04
Uniform_by_x,CPAM-Z,2,29566,6.200000e-04
Uniform_by_x,CPAM-Z,2,25284,5.980000e-04
Uniform_by_x,CPAM-Z,2,20941,5.990000e-04
Uniform_by_x,CPAM-Z,2,19617,5.780000e-04
Uniform_by_x,CPAM-Z,2,104438,1.262000e-03
Uniform_by_x,CPAM-Z,2,50901,7.300000e-04
Uniform_by_x,CPAM-Z,2,17896,2.450000e-04
Uniform_by_x,CPAM-Z,2,33005,4.400000e-04
Uniform_by_x,CPAM-Z,2,23640,3.880000e-04
Uniform_by_x,CPAM-Z,2,12658,2.590000e-04
Uniform_by_x,CPAM-Z,2,10982,2.890000e-04
Uniform_by_x,CPAM-Z,2,53537,8.000000e-04
Uniform_by_x,CPAM-Z,2,22557,4.290000e-04
Uniform_by_x,CPAM-Z,2,13731,2.500000e-04
Uniform_by_x,CPAM-Z,2,30980,5.330000e-04
Uniform_by_x,CPAM-Z,2,19380,3.630000e-04
Uniform_by_x,CPAM-Z,2,11600,2.100000e-04
Uniform_by_x,CPAM-Z,2,66110,1.029000e-03
Uniform_by_x,CPAM-Z,2,10685,1.650000e-04
Uniform_by_x,CPAM-Z,2,55425,8.610000e-04
Uniform_by_x,CPAM-Z,2,10279,1.360000e-04
Uniform_by_x,CPAM-Z,2,45146,5.200000e-04
Uniform_by_x,CPAM-Z,2,38408,4.480000e-04
Uniform_by_x,CPAM-Z,2,34766,5.050000e-04
Uniform_by_x,CPAM-Z,2,17276,2.910000e-04
Uniform_by_x,CPAM-Z,2,17490,3.230000e-04
Uniform_by_x,CPAM-Z,2,565459,6.751000e-03
Uniform_by_x,CPAM-Z,2,500814,5.351000e-03
Uniform_by_x,CPAM-Z,2,132666,1.349000e-03
Uniform_by_x,CPAM-Z,2,73512,7.070000e-04
Uniform_by_x,CPAM-Z,2,51295,4.100000e-04
Uniform_by_x,CPAM-Z,2,27780,2.180000e-04
Uniform_by_x,CPAM-Z,2,19790,1.520000e-04
Uniform_by_x,CPAM-Z,2,23515,1.980000e-04
Uniform_by_x,CPAM-Z,2,21681,2.270000e-04
Uniform_by_x,CPAM-Z,2,17243,1.800000e-04
Uniform_by_x,CPAM-Z,2,22217,1.740000e-04
Uniform_by_x,CPAM-Z,2,21301,2.040000e-04
Uniform_by_x,CPAM-Z,2,17912,1.980000e-04
Uniform_by_x,CPAM-Z,2,59154,7.280000e-04
Uniform_by_x,CPAM-Z,2,28159,3.050000e-04
Uniform_by_x,CPAM-Z,2,21953,2.150000e-04
Uniform_by_x,CPAM-Z,2,10681,1.070000e-04
Uniform_by_x,CPAM-Z,2,11272,1.100000e-04
Uniform_by_x,CPAM-Z,2,30995,3.390000e-04
Uniform_by_x,CPAM-Z,2,12096,1.480000e-04
Uniform_by_x,CPAM-Z,2,18899,1.890000e-04
Uniform_by_x,CPAM-Z,2,368148,3.670000e-03
Uniform_by_x,CPAM-Z,2,165859,2.219000e-03
Uniform_by_x,CPAM-Z,2,127035,1.508000e-03
Uniform_by_x,CPAM-Z,2,57245,5.930000e-04
Uniform_by_x,CPAM-Z,2,51805,5.330000e-04
Uniform_by_x,CPAM-Z,2,48436,4.720000e-04
Uniform_by_x,CPAM-Z,2,32935,3.010000e-04
Uniform_by_x,CPAM-Z,2,30096,2.770000e-04
Uniform_by_x,CPAM-Z,2,14671,1.860000e-04
Uniform_by_x,CPAM-Z,2,15425,2.210000e-04
Uniform_by_x,CPAM-Z,2,15501,1.490000e-04
Uniform_by_x,CPAM-Z,2,69790,7.510000e-04
Uniform_by_x,CPAM-Z,2,67522,6.710000e-04
Uniform_by_x,CPAM-Z,2,55205,5.560000e-04
Uniform_by_x,CPAM-Z,2,42084,4.560000e-04
Uniform_by_x,CPAM-Z,2,20561,2.370000e-04
Uniform_by_x,KdTree,0,56,1.900000e-05
Uniform_by_x,KdTree,0,10,2.000000e-06
Uniform_by_x,KdTree,0,46,2.000000e-06
Uniform_by_x,KdTree,0,19,2.000000e-06
Uniform_by_x,KdTree,0,27,2.000000e-06
Uniform_by_x,KdTree,0,98,1.300000e-05
Uniform_by_x,KdTree,0,24,1.000000e-06
Uniform_by_x,KdTree,0,74,2.000000e-06
Uniform_by_x,KdTree,0,12,1.000000e-06
Uniform_by_x,KdTree,0,62,2.000000e-06
Uniform_by_x,KdTree,0,38,2.000000e-06
Uniform_by_x,KdTree,0,24,2.000000e-06
Uniform_by_x,KdTree,0,68,5.000000e-06
Uniform_by_x,KdTree,0,63,2.000000e-06
Uniform_by_x,KdTree,0,7,1.000000e-06
Uniform_by_x,KdTree,0,56,2.000000e-06
Uniform_by_x,KdTree,0,31,1.000000e-06
Uniform_by_x,KdTree,0,25,2.000000e-06
Uniform_by_x,KdTree,0,5,1.000000e-06
Uniform_by_x,KdTree,0,18,2.000000e-06
Uniform_by_x,KdTree,0,49,2.300000e-05
Uniform_by_x,KdTree,0,29,3.000000e-06
Uniform_by_x,KdTree,0,20,3.000000e-06
Uniform_by_x,KdTree,0,61,3.000000e-06
Uniform_by_x,KdTree,0,52,2.000000e-06
Uniform_by_x,KdTree,0,23,2.000000e-06
Uniform_by_x,KdTree,0,29,2.000000e-06
Uniform_by_x,KdTree,0,9,1.000000e-06
Uniform_by_x,KdTree,0,37,3.000000e-06
Uniform_by_x,KdTree,0,18,3.000000e-06
Uniform_by_x,KdTree,0,58,2.000000e-06
Uniform_by_x,KdTree,0,47,2.000000e-06
Uniform_by_x,KdTree,0,38,1.000000e-06
Uniform_by_x,KdTree,0,9,1.000000e-06
Uniform_by_x,KdTree,0,11,1.000000e-06
Uniform_by_x,KdTree,0,50,2.000000e-06
Uniform_by_x,KdTree,0,12,1.000000e-06
Uniform_by_x,KdTree,0,38,1.000000e-06
Uniform_by_x,KdTree,0,52,1.600000e-05
Uniform_by_x,KdTree,0,19,3.000000e-06
Uniform_by_x,KdTree,0,33,3.000000e-06
Uniform_by_x,KdTree,0,22,2.000000e-06
Uniform_by_x,KdTree,0,97,9.000000e-06
Uniform_by_x,KdTree,0,47,2.000000e-06
Uniform_by_x,KdTree,0,34,1.000000e-06
Uniform_by_x,KdTree,0,13,1.000000e-06
Uniform_by_x,KdTree,0,50,2.000000e-06
Uniform_by_x,KdTree,0,44,2.000000e-06
Uniform_by_x,KdTree,0,16,1.000000e-06
Uniform_by_x,KdTree,0,28,2.000000e-06
Uniform_by_x,KdTree,0,6,1.000000e-06
Uniform_by_x,KdTree,0,64,5.000000e-05
Uniform_by_x,KdTree,0,2,0.000000e+00
Uniform_by_x,KdTree,0,62,4.000000e-06
Uniform_by_x,KdTree,0,20,4.000000e-06
Uniform_by_x,KdTree,0,42,4.000000e-06
Uniform_by_x,KdTree,0,6,3.000000e-06
Uniform_by_x,KdTree,0,36,4.000000e-06
Uniform_by_x,KdTree,0,57,3.800000e-05
Uniform_by_x,KdTree,0,26,2.000000e-06
Uniform_by_x,KdTree,0,31,2.000000e-06
Uniform_by_x,KdTree,0,19,7.200000e-05
Uniform_by_x,KdTree,0,22,1.600000e-05
Uniform_by_x,KdTree,0,82,1.100000e-05
Uniform_by_x,KdTree,0,36,6.000000e-06
Uniform_by_x,KdTree,0,46,7.000000e-06
Uniform_by_x,KdTree,0,33,5.000000e-06
Uniform_by_x,KdTree,0,13,2.000000e-06
Uniform_by_x,KdTree,0,42,3.000000e-06
Uniform_by_x,KdTree,0,8,2.000000e-06
Uniform_by_x,KdTree,0,34,2.000000e-06
Uniform_by_x,KdTree,0,97,6.000000e-06
Uniform_by_x,KdTree,0,37,2.000000e-06
Uniform_by_x,KdTree,0,60,3.000000e-06
Uniform_by_x,KdTree,0,28,1.000000e-06
Uniform_by_x,KdTree,0,32,2.000000e-06
Uniform_by_x,KdTree,0,25,2.000000e-06
Uniform_by_x,KdTree,0,41,4.000000e-06
Uniform_by_x,KdTree,0,30,1.000000e-06
Uniform_by_x,KdTree,0,11,1.000000e-06
Uniform_by_x,KdTree,0,89,4.000000e-06
Uniform_by_x,KdTree,0,39,1.000000e-06
Uniform_by_x,KdTree,0,50,1.000000e-06
Uniform_by_x,KdTree,0,43,1.000000e-06
