ts,id,lon,lat
2014-06-24 18:04:01,2931408518,-58.2393204,-62.1885332
2014-06-24 18:04:04,2931408519,-58.9072902,-62.1885564
2014-06-24 18:04:07,2931430207,-58.2828083,-62.1889731
2014-06-24 18:04:09,2931431003,-58.2362563,-62.1896329
2014-06-24 18:04:12,2931412527,-58.2558199,-62.1897979
2014-06-24 18:04:14,2931431605,-58.2502808,-62.1898528
2014-06-24 18:04:16,2931431606,-58.283869,-62.1900178
2014-06-24 18:04:18,2931412528,-58.8936233,-62.190306
2014-06-24 18:04:37,2931412529,-58.2802155,-62.1904027
2014-06-24 18:04:45,2931418117,-58.2580591,-62.1905126
2014-06-24 18:04:47,2931412530,-58.2377883,-62.1910075
2014-06-24 18:04:49,2931430208,-58.2767978,-62.1910075
2014-06-24 18:04:51,2931431803,-58.2690195,-62.1911724
2014-06-24 18:04:53,2931431607,-58.2791549,-62.1939763
2014-06-24 18:04:55,2931418118,-58.2813941,-62.1945811
2014-06-24 18:04:57,2931431608,-58.2775049,-62.1949109
2014-06-24 18:04:59,2931430209,-58.4188646,-62.1956708
2014-06-24 18:05:01,2931431705,-58.9590412,-62.1956708
2014-06-24 18:05:03,2931431804,-58.9382908,-62.2031721
2014-06-24 18:05:08,2931430210,-58.7993716,-62.2080295
2014-06-24 18:05:13,2931408521,-58.7667043,-62.2162658
2014-06-24 18:05:15,2931431409,-58.4380316,-62.2217037
2014-06-24 18:05:20,2931408522,-58.4444484,-62.2246164
2014-06-24 18:05:22,2931412531,-58.4415317,-62.2248106
2014-06-24 18:05:25,2931431609,-58.4429484,-62.2248106
2014-06-24 18:05:27,2931431706,-58.4426984,-62.2259756
2014-06-24 18:05:29,2931418119,-58.4406984,-62.2270629
2014-06-24 18:05:31,2931431610,-58.438615,-62.2274124
2014-06-24 18:05:37,2931428404,-58.6623691,-62.2307516
2014-06-24 18:05:40,2931408523,-58.4621987,-62.2312952
2014-06-24 18:05:43,2931431004,-58.6545356,-62.2340517
2014-06-24 18:05:45,2931431411,-58.477449,-62.2349446
2014-06-24 18:05:48,2931431707,-58.4795324,-62.2350999
2014-06-24 18:05:50,2931408524,-58.4824491,-62.2351387
2014-06-24 18:05:52,2931408525,-58.4634488,-62.2351776
2014-06-24 18:05:54,2931431708,-58.4763657,-62.2357599
2014-06-24 18:05:59,2931432906,-58.7217035,-62.2394864
2014-06-24 18:06:02,2931428405,-58.7227035,-62.2401074
2014-06-24 18:06:08,2931428407,-58.7502874,-62.2424362
2014-06-24 18:06:11,2931430211,-58.7437872,-62.2426691
2014-06-24 18:06:14,2931418120,-58.7332037,-62.2434065
2014-06-24 18:06:27,2931430212,-58.7308703,-62.2435229
2014-06-24 18:06:45,2931430213,-58.7274536,-62.2437558
2014-06-24 18:07:02,2931426211,-58.6851195,-62.2437946
2014-06-24 18:07:05,2931431805,-58.6885362,-62.2446484
2014-06-24 18:07:07,2931430214,-58.7267036,-62.2448036
2014-06-24 18:07:09,2931431412,-58.6854528,-62.2450753
2014-06-24 18:07:11,2931418121,-58.6867862,-62.2461619
2014-06-24 18:07:14,2931437201,-58.6839528,-62.2466276
2014-06-24 18:07:16,2931430215,-58.4899493,-62.2472873
2014-06-24 18:07:19,2931431806,-58.6866195,-62.2474425
2014-06-24 18:07:22,2931432907,-58.6817861,-62.2479858
2014-06-24 18:07:24,2931374522,-58.6877029,-62.248529
2014-06-24 18:07:27,2931432908,-58.6788694,-62.2496155
2014-06-24 18:07:32,2931431906,-58.5495337,-62.2496543
2014-06-24 18:07:35,2931418122,-58.5482837,-62.2502751
2014-06-24 18:07:38,2931420126,-58.549617,-62.25109
2014-06-24 18:07:47,2931432909,-58.964958,-62.252254
2014-06-24 18:07:52,2931432910,-58.675786,-62.2522928
2014-06-24 18:07:55,2931374523,-58.5751175,-62.254349
2014-06-24 18:07:57,2931430216,-58.5771175,-62.2548534
2014-06-24 18:08:00,2931431709,-58.5728674,-62.2558621
2014-06-24 18:08:02,2931374525,-58.6609524,-62.2559396
2014-06-24 18:08:04,2931431907,-58.5841177,-62.2562888
2014-06-24 18:08:07,2931431908,-58.5756175,-62.2564052
2014-06-24 18:08:09,2931437202,-58.6567857,-62.2564052
2014-06-24 18:08:12,2931430217,-58.6610357,-62.2571034
2014-06-24 18:08:15,2931438301,-58.5801176,-62.2571422
2014-06-24 18:08:18,2931374526,-58.5970346,-62.2576077
2014-06-24 18:08:23,2931437203,-58.6410354,-62.2576465
2014-06-24 18:08:25,2931430218,-58.6530356,-62.2577241
2014-06-24 18:08:28,2931432911,-58.5707841,-62.2584224
2014-06-24 18:08:30,2931426212,-58.6342019,-62.2588491
2014-06-24 18:08:32,2931426213,-58.6223684,-62.259043
